"","X.1","X","ID","Player","Season","Top.px...Location.","Left.px...location.","Date","Team","Opponent","Location","Quarter","Game_Clock","Outcome..1.if.made..0.otherwise.","Shot_Value","Shot_Distance.ft.","Team_Score","Opponent_Score"
"105774",105774,105774,"antetgi01","Giannis Antetokounmpo",2016,"194",8,111015,"MIL","BOS","HOME","4","4:49",0,3,27,74,91
"105778",105778,105778,"antetgi01","Giannis Antetokounmpo",2016,"263",113,111115,"MIL","DEN","AWAY","1","6:26",0,3,24,13,12
"105785",105785,105785,"antetgi01","Giannis Antetokounmpo",2016,"250",66,111115,"MIL","DEN","AWAY","4","11:20",0,3,26,80,89
"105800",105800,105800,"antetgi01","Giannis Antetokounmpo",2016,"273",103,111415,"MIL","CLE","HOME","3","10:30",0,3,26,52,47
"105826",105826,105826,"antetgi01","Giannis Antetokounmpo",2016,"57",0,111915,"MIL","CLE","AWAY","3","7:14",0,3,24,56,70
"105874",105874,105874,"antetgi01","Giannis Antetokounmpo",2016,"52",8,112715,"MIL","ORL","AWAY","4","9:19",0,3,23,71,95
"105881",105881,105881,"antetgi01","Giannis Antetokounmpo",2016,"204",18,113015,"MIL","DEN","HOME","1","6:51",0,3,27,8,11
"105888",105888,105888,"antetgi01","Giannis Antetokounmpo",2016,"215",35,113015,"MIL","DEN","HOME","3","4:20",0,3,26,61,56
"105937",105937,105937,"antetgi01","Giannis Antetokounmpo",2016,"61",-11,120915,"MIL","LAC","HOME","1","6:00",0,3,25,10,13
"105962",105962,105962,"antetgi01","Giannis Antetokounmpo",2016,"225",26,121215,"MIL","GSW","HOME","2","1:22",1,3,27,56,42
"106021",106021,106021,"antetgi01","Giannis Antetokounmpo",2016,"220",49,122615,"MIL","TOR","HOME","1","8:29",0,3,25,3,7
"106054",106054,106054,"antetgi01","Giannis Antetokounmpo",2016,"40",-5,123115,"MIL","IND","AWAY","1","4:07",0,3,24,23,12
"106072",106072,106072,"antetgi01","Giannis Antetokounmpo",2016,"224",59,10216,"MIL","MIN","AWAY","4","7:05",0,3,25,83,71
"106077",106077,106077,"antetgi01","Giannis Antetokounmpo",2016,"243",69,10416,"MIL","SAS","HOME","2","0:45",0,3,25,46,55
"106078",106078,106078,"antetgi01","Giannis Antetokounmpo",2016,"274",115,10416,"MIL","SAS","HOME","2","0:02",0,3,25,49,60
"106108",106108,106108,"antetgi01","Giannis Antetokounmpo",2016,"245",77,11016,"MIL","NYK","AWAY","1","9:19",0,3,25,8,2
"106110",106110,106110,"antetgi01","Giannis Antetokounmpo",2016,"235",53,11016,"MIL","NYK","AWAY","2","10:12",0,3,26,24,28
"106111",106111,106111,"antetgi01","Giannis Antetokounmpo",2016,"34",8,11016,"MIL","NYK","AWAY","2","3:15",0,3,23,37,43
"106127",106127,106127,"antetgi01","Giannis Antetokounmpo",2016,"29",-5,11216,"MIL","CHI","HOME","4","6:29",0,3,24,83,91
"106156",106156,106156,"antetgi01","Giannis Antetokounmpo",2016,"50",5,11516,"MIL","ATL","HOME","1OT","1:06",1,3,23,106,99
"106230",106230,106230,"antetgi01","Giannis Antetokounmpo",2016,"45",0,12916,"MIL","MIA","HOME","2","3:55",0,3,24,42,51
"106261",106261,106261,"antetgi01","Giannis Antetokounmpo",2016,"52",12,20216,"MIL","POR","AWAY","2","0:06",1,3,22,49,56
"106266",106266,106266,"antetgi01","Giannis Antetokounmpo",2016,"66",8,20216,"MIL","POR","AWAY","4","2:57",0,3,23,85,102
"106283",106283,106283,"antetgi01","Giannis Antetokounmpo",2016,"209",26,20916,"MIL","BOS","HOME","4","11:42",0,3,26,93,74
"106380",106380,106380,"antetgi01","Giannis Antetokounmpo",2016,"40",10,22916,"MIL","HOU","HOME","2","11:34",0,3,23,32,26
"106505",106505,106505,"antetgi01","Giannis Antetokounmpo",2016,"55",13,31516,"MIL","TOR","HOME","1","3:44",0,3,22,20,18
"106516",106516,106516,"antetgi01","Giannis Antetokounmpo",2016,"160",15,31716,"MIL","MEM","HOME","2","4:50",0,3,25,39,45
"106558",106558,106558,"antetgi01","Giannis Antetokounmpo",2016,"292",116,32316,"MIL","CLE","AWAY","2","0:00",0,3,27,61,63
"106586",106586,106586,"antetgi01","Giannis Antetokounmpo",2016,"274",141,32616,"MIL","CHO","HOME","2","6:13",0,3,24,27,37
"106587",106587,106587,"antetgi01","Giannis Antetokounmpo",2016,"61",-5,32616,"MIL","CHO","HOME","3","8:31",0,3,24,44,59
"106592",106592,106592,"antetgi01","Giannis Antetokounmpo",2016,"269",71,33016,"MIL","PHO","HOME","3","9:36",1,3,27,62,49
"106630",106630,106630,"antetgi01","Giannis Antetokounmpo",2016,"292",89,40516,"MIL","CLE","HOME","1","10:57",0,3,28,0,3
"106639",106639,106639,"antetgi01","Giannis Antetokounmpo",2016,"209",21,40516,"MIL","CLE","HOME","2","7:33",1,3,27,28,43
"106655",106655,106655,"antetgi01","Giannis Antetokounmpo",2016,"68",5,40816,"MIL","BOS","AWAY","2","3:04",1,3,23,55,54
"106660",106660,106660,"antetgi01","Giannis Antetokounmpo",2016,"269",108,41016,"MIL","PHI","AWAY","1","9:55",0,3,25,8,2
"106666",106666,106666,"antetgi01","Giannis Antetokounmpo",2016,"184",26,41016,"MIL","PHI","AWAY","2","0:03",1,3,25,62,45
"106677",106677,106677,"antetgi01","Giannis Antetokounmpo",2016,"278",126,41116,"MIL","ORL","AWAY","2","6:31",0,3,25,34,40
"106681",106681,106681,"antetgi01","Giannis Antetokounmpo",2016,"161",8,41116,"MIL","ORL","AWAY","4","3:52",1,3,25,93,100
"106686",106686,106686,"antetgi01","Giannis Antetokounmpo",2016,"287",100,41316,"MIL","IND","HOME","2","0:01",0,3,27,46,62
"106706",106706,106706,"antetgi01","Giannis Antetokounmpo",2017,"199",23,102616,"MIL","CHO","HOME","2","0:07",0,3,26,41,56
"106759",106759,106759,"antetgi01","Giannis Antetokounmpo",2017,"255",79,110116,"MIL","NOP","AWAY","3","9:32",0,3,26,70,60
"106761",106761,106761,"antetgi01","Giannis Antetokounmpo",2017,"299",121,110116,"MIL","NOP","AWAY","3","6:44",0,3,27,74,62
"106762",106762,106762,"antetgi01","Giannis Antetokounmpo",2017,"171",18,110116,"MIL","NOP","AWAY","3","6:18",0,3,25,74,65
"106767",106767,106767,"antetgi01","Giannis Antetokounmpo",2017,"248",64,110116,"MIL","NOP","AWAY","4","1:34",1,3,26,117,112
"106769",106769,106769,"antetgi01","Giannis Antetokounmpo",2017,"196",17,110316,"MIL","IND","HOME","1","9:56",0,3,26,2,7
"106775",106775,106775,"antetgi01","Giannis Antetokounmpo",2017,"273",105,110316,"MIL","IND","HOME","2","2:46",0,3,26,52,50
"106788",106788,106788,"antetgi01","Giannis Antetokounmpo",2017,"137",10,110516,"MIL","SAC","HOME","1","10:59",0,3,25,2,0
"106796",106796,106796,"antetgi01","Giannis Antetokounmpo",2017,"184",28,110616,"MIL","DAL","AWAY","1","10:40",0,3,25,2,2
"106798",106798,106798,"antetgi01","Giannis Antetokounmpo",2017,"263",98,110616,"MIL","DAL","AWAY","3","11:27",1,3,26,42,49
"106829",106829,106829,"antetgi01","Giannis Antetokounmpo",2017,"264",59,111216,"MIL","MEM","HOME","1","0:15",0,3,28,24,19
"106837",106837,106837,"antetgi01","Giannis Antetokounmpo",2017,"235",72,111616,"MIL","ATL","AWAY","1","9:11",0,3,25,2,7
"106864",106864,106864,"antetgi01","Giannis Antetokounmpo",2017,"233",79,111716,"MIL","MIA","AWAY","3","10:26",0,3,24,48,52
"106888",106888,106888,"antetgi01","Giannis Antetokounmpo",2017,"282",105,111916,"MIL","GSW","HOME","3","6:28",0,3,27,78,83
"106896",106896,106896,"antetgi01","Giannis Antetokounmpo",2017,"307",85,112116,"MIL","ORL","HOME","1","10:56",0,3,30,0,0
"106915",106915,106915,"antetgi01","Giannis Antetokounmpo",2017,"284",149,112516,"MIL","TOR","HOME","3","9:17",0,3,25,49,54
"106947",106947,106947,"antetgi01","Giannis Antetokounmpo",2017,"302",131,112916,"MIL","CLE","HOME","3","9:09",0,3,27,60,62
"106948",106948,106948,"antetgi01","Giannis Antetokounmpo",2017,"287",105,112916,"MIL","CLE","HOME","3","7:47",1,3,27,68,65
"106964",106964,106964,"antetgi01","Giannis Antetokounmpo",2017,"39",17,120116,"MIL","BRK","AWAY","3","11:40",0,3,22,52,51
"106969",106969,106969,"antetgi01","Giannis Antetokounmpo",2017,"268",48,120116,"MIL","BRK","AWAY","3","0:01",0,3,29,90,78
"106989",106989,106989,"antetgi01","Giannis Antetokounmpo",2017,"282",62,120516,"MIL","SAS","HOME","2","0:30",1,3,29,48,35
"106991",106991,106991,"antetgi01","Giannis Antetokounmpo",2017,"299",151,120716,"MIL","POR","HOME","1","10:30",0,3,26,2,5
"106999",106999,106999,"antetgi01","Giannis Antetokounmpo",2017,"52",2,120716,"MIL","POR","HOME","3","3:59",0,3,24,72,70
"107005",107005,107005,"antetgi01","Giannis Antetokounmpo",2017,"268",87,120916,"MIL","ATL","HOME","2","7:28",0,3,27,37,27
"107012",107012,107012,"antetgi01","Giannis Antetokounmpo",2017,"142",-15,120916,"MIL","ATL","HOME","4","1:17",0,3,27,106,105
"107026",107026,107026,"antetgi01","Giannis Antetokounmpo",2017,"243",56,121016,"MIL","WAS","AWAY","3","0:29",1,3,27,77,74
"107044",107044,107044,"antetgi01","Giannis Antetokounmpo",2017,"253",64,121216,"MIL","TOR","AWAY","3","2:45",0,3,27,70,84
"107054",107054,107054,"antetgi01","Giannis Antetokounmpo",2017,"260",26,121516,"MIL","CHI","HOME","1","11:43",1,3,30,3,0
"107061",107061,107061,"antetgi01","Giannis Antetokounmpo",2017,"219",12,121516,"MIL","CHI","HOME","1","0:02",1,3,28,30,18
"107090",107090,107090,"antetgi01","Giannis Antetokounmpo",2017,"243",72,121616,"MIL","CHI","AWAY","2","0:28",0,3,26,55,35
"107107",107107,107107,"antetgi01","Giannis Antetokounmpo",2017,"269",98,122116,"MIL","CLE","AWAY","1","10:58",0,3,26,2,2
"107118",107118,107118,"antetgi01","Giannis Antetokounmpo",2017,"61",12,122116,"MIL","CLE","AWAY","3","1:46",0,3,23,74,84
"107144",107144,107144,"antetgi01","Giannis Antetokounmpo",2017,"273",118,122616,"MIL","WAS","AWAY","2","10:45",0,3,25,27,30
"107161",107161,107161,"antetgi01","Giannis Antetokounmpo",2017,"206",39,122816,"MIL","DET","AWAY","2","0:01",0,3,25,62,54
"107162",107162,107162,"antetgi01","Giannis Antetokounmpo",2017,"282",107,122816,"MIL","DET","AWAY","3","11:29",1,3,27,65,56
"107164",107164,107164,"antetgi01","Giannis Antetokounmpo",2017,"243",79,122816,"MIL","DET","AWAY","3","6:15",0,3,25,76,64
"107205",107205,107205,"antetgi01","Giannis Antetokounmpo",2017,"240",30,10217,"MIL","OKC","HOME","1","6:56",1,3,28,9,16
"107209",107209,107209,"antetgi01","Giannis Antetokounmpo",2017,"247",94,10217,"MIL","OKC","HOME","2","6:20",0,3,25,35,40
"107215",107215,107215,"antetgi01","Giannis Antetokounmpo",2017,"253",56,10217,"MIL","OKC","HOME","3","5:31",0,3,27,60,63
"107224",107224,107224,"antetgi01","Giannis Antetokounmpo",2017,"44",5,10417,"MIL","NYK","AWAY","1","8:32",0,3,23,8,6
"107227",107227,107227,"antetgi01","Giannis Antetokounmpo",2017,"245",85,10417,"MIL","NYK","AWAY","2","9:18",1,3,24,34,31
"107241",107241,107241,"antetgi01","Giannis Antetokounmpo",2017,"233",28,10617,"MIL","NYK","HOME","1","7:26",1,3,28,13,13
"107252",107252,107252,"antetgi01","Giannis Antetokounmpo",2017,"240",54,10617,"MIL","NYK","HOME","4","10:32",0,3,27,96,88
"107261",107261,107261,"antetgi01","Giannis Antetokounmpo",2017,"73",12,11017,"MIL","SAS","AWAY","2","9:34",0,3,23,25,34
"107279",107279,107279,"antetgi01","Giannis Antetokounmpo",2017,"253",103,11517,"MIL","ATL","AWAY","1","1:43",0,3,24,29,25
"107328",107328,107328,"antetgi01","Giannis Antetokounmpo",2017,"61",10,11817,"MIL","HOU","AWAY","3","10:10",0,3,23,41,57
"107332",107332,107332,"antetgi01","Giannis Antetokounmpo",2017,"287",156,11817,"MIL","HOU","AWAY","3","5:59",1,3,25,57,62
"107334",107334,107334,"antetgi01","Giannis Antetokounmpo",2017,"278",151,11817,"MIL","HOU","AWAY","4","7:18",0,3,24,76,84
"107343",107343,107343,"antetgi01","Giannis Antetokounmpo",2017,"209",43,12017,"MIL","ORL","AWAY","2","0:00",0,3,25,55,59
"107363",107363,107363,"antetgi01","Giannis Antetokounmpo",2017,"238",84,12117,"MIL","MIA","AWAY","3","7:32",1,3,24,56,62
"107365",107365,107365,"antetgi01","Giannis Antetokounmpo",2017,"258",103,12117,"MIL","MIA","AWAY","3","3:24",0,3,24,66,74
"107371",107371,107371,"antetgi01","Giannis Antetokounmpo",2017,"81",2,12117,"MIL","MIA","AWAY","4","0:10",0,3,24,94,109
"107382",107382,107382,"antetgi01","Giannis Antetokounmpo",2017,"250",44,12317,"MIL","HOU","HOME","3","7:13",1,3,28,80,78
"107392",107392,107392,"antetgi01","Giannis Antetokounmpo",2017,"302",141,12517,"MIL","PHI","HOME","1","8:07",0,3,27,11,5
"107401",107401,107401,"antetgi01","Giannis Antetokounmpo",2017,"189",31,12517,"MIL","PHI","HOME","3","9:10",0,3,25,62,72
"107403",107403,107403,"antetgi01","Giannis Antetokounmpo",2017,"304",159,12517,"MIL","PHI","HOME","4","10:33",0,3,27,82,90
"107404",107404,107404,"antetgi01","Giannis Antetokounmpo",2017,"268",93,12517,"MIL","PHI","HOME","4","5:19",0,3,26,97,98
"107437",107437,107437,"antetgi01","Giannis Antetokounmpo",2017,"233",30,12817,"MIL","BOS","HOME","4","6:43",1,3,28,90,90
"107447",107447,107447,"antetgi01","Giannis Antetokounmpo",2017,"238",80,20117,"MIL","UTA","AWAY","3","5:56",0,3,25,50,68
"107454",107454,107454,"antetgi01","Giannis Antetokounmpo",2017,"253",85,20317,"MIL","DEN","AWAY","2","6:48",0,3,26,40,44
"107456",107456,107456,"antetgi01","Giannis Antetokounmpo",2017,"194",38,20317,"MIL","DEN","AWAY","3","2:41",0,3,25,85,92
"107466",107466,107466,"antetgi01","Giannis Antetokounmpo",2017,"282",146,20417,"MIL","PHO","AWAY","1","5:06",0,3,25,21,15
"107492",107492,107492,"antetgi01","Giannis Antetokounmpo",2017,"258",49,20817,"MIL","MIA","HOME","3","4:30",0,3,28,57,71
"107494",107494,107494,"antetgi01","Giannis Antetokounmpo",2017,"248",57,20817,"MIL","MIA","HOME","4","5:17",1,3,27,77,93
"107500",107500,107500,"antetgi01","Giannis Antetokounmpo",2017,"215",31,21017,"MIL","LAL","HOME","1","6:57",0,3,27,12,20
"107510",107510,107510,"antetgi01","Giannis Antetokounmpo",2017,"297",125,21017,"MIL","LAL","HOME","3","2:04",1,3,27,76,98
"107519",107519,107519,"antetgi01","Giannis Antetokounmpo",2017,"263",115,21117,"MIL","IND","AWAY","3","8:47",0,3,25,62,62
"107526",107526,107526,"antetgi01","Giannis Antetokounmpo",2017,"210",10,21317,"MIL","DET","HOME","2","4:05",0,3,28,43,29
"107532",107532,107532,"antetgi01","Giannis Antetokounmpo",2017,"245",79,21317,"MIL","DET","HOME","3","0:02",0,3,25,77,61
"107546",107546,107546,"antetgi01","Giannis Antetokounmpo",2017,"228",69,21517,"MIL","BRK","AWAY","2","3:09",0,3,25,57,53
"107563",107563,107563,"antetgi01","Giannis Antetokounmpo",2017,"245",53,22417,"MIL","UTA","HOME","1","6:25",0,3,27,11,10
"107568",107568,107568,"antetgi01","Giannis Antetokounmpo",2017,"214",36,22417,"MIL","UTA","HOME","3","6:04",1,3,26,60,71
"107571",107571,107571,"antetgi01","Giannis Antetokounmpo",2017,"194",30,22417,"MIL","UTA","HOME","3","4:06",0,3,25,66,77
"107597",107597,107597,"antetgi01","Giannis Antetokounmpo",2017,"248",77,22717,"MIL","CLE","AWAY","3","1:00",0,3,26,71,74
"107600",107600,107600,"antetgi01","Giannis Antetokounmpo",2017,"214",44,22717,"MIL","CLE","AWAY","4","0:26",0,3,26,92,99
"107643",107643,107643,"antetgi01","Giannis Antetokounmpo",2017,"238",44,30617,"MIL","PHI","AWAY","1","3:49",1,3,27,21,13
"107650",107650,107650,"antetgi01","Giannis Antetokounmpo",2017,"253",72,30617,"MIL","PHI","AWAY","4","7:36",0,3,26,98,77
"107661",107661,107661,"antetgi01","Giannis Antetokounmpo",2017,"284",89,30817,"MIL","NYK","HOME","2","1:20",0,3,27,49,51
"107677",107677,107677,"antetgi01","Giannis Antetokounmpo",2017,"155",15,31017,"MIL","IND","HOME","1","2:59",0,3,24,17,25
"107678",107678,107678,"antetgi01","Giannis Antetokounmpo",2017,"181",20,31017,"MIL","IND","HOME","2","4:41",0,3,25,34,41
"107690",107690,107690,"antetgi01","Giannis Antetokounmpo",2017,"199",5,31117,"MIL","MIN","HOME","2","11:27",0,3,27,23,21
"107707",107707,107707,"antetgi01","Giannis Antetokounmpo",2017,"258",95,31317,"MIL","MEM","AWAY","2","1:52",0,3,25,45,56
"107769",107769,107769,"antetgi01","Giannis Antetokounmpo",2017,"258",116,32117,"MIL","POR","AWAY","3","6:00",0,3,24,60,49
"107812",107812,107812,"antetgi01","Giannis Antetokounmpo",2017,"255",36,32417,"MIL","ATL","HOME","3","2:21",0,3,28,65,70
"107825",107825,107825,"antetgi01","Giannis Antetokounmpo",2017,"255",49,32617,"MIL","CHI","HOME","2","0:41",0,3,28,53,54
"107848",107848,107848,"antetgi01","Giannis Antetokounmpo",2017,"284",130,32917,"MIL","BOS","AWAY","1","9:50",1,3,25,8,2
"107853",107853,107853,"antetgi01","Giannis Antetokounmpo",2017,"279",134,32917,"MIL","BOS","AWAY","2","3:32",0,3,25,49,40
"107875",107875,107875,"antetgi01","Giannis Antetokounmpo",2017,"264",54,33117,"MIL","DET","HOME","4","8:13",0,3,28,76,81
"107892",107892,107892,"antetgi01","Giannis Antetokounmpo",2017,"302",154,40217,"MIL","DAL","HOME","3","1:28",0,3,26,74,73
"107896",107896,107896,"antetgi01","Giannis Antetokounmpo",2017,"282",102,40217,"MIL","DAL","HOME","4","0:41",0,3,27,103,106
"107949",107949,107949,"antetgi01","Giannis Antetokounmpo",2017,"253",75,41517,"MIL","TOR","AWAY","1","7:59",0,3,26,8,10
"107961",107961,107961,"antetgi01","Giannis Antetokounmpo",2017,"258",95,41517,"MIL","TOR","AWAY","4","6:55",0,3,25,85,73
"107976",107976,107976,"antetgi01","Giannis Antetokounmpo",2017,"228",59,41817,"MIL","TOR","AWAY","2","1:08",0,3,25,47,55
"107988",107988,107988,"antetgi01","Giannis Antetokounmpo",2017,"243",61,41817,"MIL","TOR","AWAY","4","0:00",0,3,26,100,106
"107991",107991,107991,"antetgi01","Giannis Antetokounmpo",2017,"238",31,42017,"MIL","TOR","HOME","1","5:15",1,3,28,20,10
"108002",108002,108002,"antetgi01","Giannis Antetokounmpo",2017,"219",35,42217,"MIL","TOR","HOME","1","6:03",0,3,27,8,9
"108123",108123,108123,"antetgi01","Giannis Antetokounmpo",2018,"234",38,102117,"MIL","POR","HOME","4","5:13",0,3,27,101,99
"108174",108174,108174,"antetgi01","Giannis Antetokounmpo",2018,"264",125,102917,"MIL","ATL","AWAY","1","7:21",0,3,24,14,4
"108198",108198,108198,"antetgi01","Giannis Antetokounmpo",2018,"307",150,103117,"MIL","OKC","HOME","3","7:17",1,3,27,53,70
"108218",108218,108218,"antetgi01","Giannis Antetokounmpo",2018,"287",99,110117,"MIL","CHO","AWAY","4","2:59",0,3,27,106,118
"108227",108227,108227,"antetgi01","Giannis Antetokounmpo",2018,"243",77,110317,"MIL","DET","AWAY","1","3:04",0,3,25,22,18
"108243",108243,108243,"antetgi01","Giannis Antetokounmpo",2018,"292",112,110317,"MIL","DET","AWAY","4","5:22",0,3,27,83,95
"108281",108281,108281,"antetgi01","Giannis Antetokounmpo",2018,"299",147,111017,"MIL","SAS","AWAY","3","11:45",0,3,26,46,47
"108329",108329,108329,"antetgi01","Giannis Antetokounmpo",2018,"258",95,111317,"MIL","MEM","HOME","4","9:04",0,3,25,87,86
"108340",108340,108340,"antetgi01","Giannis Antetokounmpo",2018,"292",113,111517,"MIL","DET","HOME","2","11:08",0,3,27,28,23
"108394",108394,108394,"antetgi01","Giannis Antetokounmpo",2018,"256",88,112517,"MIL","UTA","AWAY","2","0:00",0,3,25,57,64
"108483",108483,108483,"antetgi01","Giannis Antetokounmpo",2018,"77",8,120617,"MIL","DET","HOME","1","9:54",0,3,23,4,4
"108485",108485,108485,"antetgi01","Giannis Antetokounmpo",2018,"309",126,120617,"MIL","DET","HOME","1","5:58",1,3,28,20,14
"108491",108491,108491,"antetgi01","Giannis Antetokounmpo",2018,"296",124,120617,"MIL","DET","HOME","3","7:58",0,3,27,64,59
"108550",108550,108550,"antetgi01","Giannis Antetokounmpo",2018,"240",90,121317,"MIL","NOP","AWAY","2","5:32",1,3,24,50,51
"108574",108574,108574,"antetgi01","Giannis Antetokounmpo",2018,"238",62,121517,"MIL","CHI","HOME","3","8:52",1,3,25,67,67
"108581",108581,108581,"antetgi01","Giannis Antetokounmpo",2018,"271",94,121517,"MIL","CHI","HOME","4","1:49",0,3,26,104,109
"108587",108587,108587,"antetgi01","Giannis Antetokounmpo",2018,"198",35,121617,"MIL","HOU","AWAY","2","7:56",0,3,25,34,37
"108596",108596,108596,"antetgi01","Giannis Antetokounmpo",2018,"241",71,121617,"MIL","HOU","AWAY","4","9:50",0,3,25,83,87
"108623",108623,108623,"antetgi01","Giannis Antetokounmpo",2018,"312",156,122217,"MIL","CHO","HOME","1","7:22",1,3,27,16,11
"108644",108644,108644,"antetgi01","Giannis Antetokounmpo",2018,"30",5,122617,"MIL","CHI","HOME","2","6:06",0,3,23,40,38
"108647",108647,108647,"antetgi01","Giannis Antetokounmpo",2018,"298",129,122617,"MIL","CHI","HOME","2","0:01",0,3,27,53,56
"108649",108649,108649,"antetgi01","Giannis Antetokounmpo",2018,"293",127,122617,"MIL","CHI","HOME","3","8:34",0,3,26,61,66
"108694",108694,108694,"antetgi01","Giannis Antetokounmpo",2018,"64",18,10118,"MIL","TOR","AWAY","2","1:54",1,3,22,53,55
"108707",108707,108707,"antetgi01","Giannis Antetokounmpo",2018,"239",83,10118,"MIL","TOR","AWAY","1OT","0:00",0,3,24,127,131
"108725",108725,108725,"antetgi01","Giannis Antetokounmpo",2018,"276",115,10318,"MIL","IND","HOME","3","0:00",0,3,25,93,76
"108748",108748,108748,"antetgi01","Giannis Antetokounmpo",2018,"228",54,10618,"MIL","WAS","AWAY","3","9:12",1,3,25,60,59
"108836",108836,108836,"antetgi01","Giannis Antetokounmpo",2018,"209",34,11718,"MIL","MIA","HOME","1","7:59",1,3,26,7,9
"108846",108846,108846,"antetgi01","Giannis Antetokounmpo",2018,"270",104,11718,"MIL","MIA","HOME","4","1:18",0,3,25,95,100
"108867",108867,108867,"antetgi01","Giannis Antetokounmpo",2018,"63",6,12618,"MIL","BRK","HOME","4","2:08",1,3,23,107,86
"108890",108890,108890,"antetgi01","Giannis Antetokounmpo",2018,"192",17,12918,"MIL","PHI","HOME","1","7:55",0,3,26,8,12
"108904",108904,108904,"antetgi01","Giannis Antetokounmpo",2018,"240",62,12918,"MIL","PHI","HOME","4","5:32",0,3,26,95,85
"108933",108933,108933,"antetgi01","Giannis Antetokounmpo",2018,"320",139,20218,"MIL","NYK","HOME","2","1:12",1,3,28,53,51
"108934",108934,108934,"antetgi01","Giannis Antetokounmpo",2018,"59",10,20218,"MIL","NYK","HOME","3","10:43",0,3,23,58,57
"108949",108949,108949,"antetgi01","Giannis Antetokounmpo",2018,"90",22,20418,"MIL","BRK","AWAY","2","5:16",1,3,22,50,31
"108952",108952,108952,"antetgi01","Giannis Antetokounmpo",2018,"281",119,20418,"MIL","BRK","AWAY","3","7:37",0,3,26,71,45
"108993",108993,108993,"antetgi01","Giannis Antetokounmpo",2018,"214",53,20918,"MIL","MIA","AWAY","4","10:53",1,3,24,57,72
"109000",109000,109000,"antetgi01","Giannis Antetokounmpo",2018,"187",26,20918,"MIL","MIA","AWAY","4","0:04",0,3,25,85,91
"109031",109031,109031,"antetgi01","Giannis Antetokounmpo",2018,"285",121,21318,"MIL","ATL","HOME","2","4:08",0,3,26,33,36
"109037",109037,109037,"antetgi01","Giannis Antetokounmpo",2018,"301",144,21318,"MIL","ATL","HOME","4","8:51",0,3,26,76,66
"109041",109041,109041,"antetgi01","Giannis Antetokounmpo",2018,"198",28,21518,"MIL","DEN","HOME","1","10:55",1,3,25,3,5
"109085",109085,109085,"antetgi01","Giannis Antetokounmpo",2018,"264",60,22518,"MIL","NOP","HOME","1","8:31",0,3,27,4,7
"109094",109094,109094,"antetgi01","Giannis Antetokounmpo",2018,"266",106,22518,"MIL","NOP","HOME","3","10:36",0,3,25,68,54
"109118",109118,109118,"antetgi01","Giannis Antetokounmpo",2018,"271",105,22818,"MIL","DET","AWAY","1","11:22",0,3,25,0,2
"109127",109127,109127,"antetgi01","Giannis Antetokounmpo",2018,"304",151,22818,"MIL","DET","AWAY","3","2:02",0,3,26,63,78
"109133",109133,109133,"antetgi01","Giannis Antetokounmpo",2018,"266",57,30218,"MIL","IND","HOME","1","2:06",1,3,28,16,12
"109137",109137,109137,"antetgi01","Giannis Antetokounmpo",2018,"283",77,30218,"MIL","IND","HOME","2","6:45",1,3,28,32,32
"109141",109141,109141,"antetgi01","Giannis Antetokounmpo",2018,"247",75,30218,"MIL","IND","HOME","3","7:53",0,3,25,55,51
"109147",109147,109147,"antetgi01","Giannis Antetokounmpo",2018,"277",97,30218,"MIL","IND","HOME","4","0:31",0,3,26,94,98
"109184",109184,109184,"antetgi01","Giannis Antetokounmpo",2018,"280",75,30518,"MIL","IND","AWAY","4","7:07",0,3,28,80,85
"109227",109227,109227,"antetgi01","Giannis Antetokounmpo",2018,"275",107,31218,"MIL","MEM","AWAY","2","9:12",1,3,26,40,33
"109230",109230,109230,"antetgi01","Giannis Antetokounmpo",2018,"243",60,31218,"MIL","MEM","AWAY","3","9:37",0,3,26,71,56
"109250",109250,109250,"antetgi01","Giannis Antetokounmpo",2018,"284",102,31418,"MIL","ORL","AWAY","3","10:50",0,3,27,56,66
"109265",109265,109265,"antetgi01","Giannis Antetokounmpo",2018,"275",93,31418,"MIL","ORL","AWAY","4","0:13",0,3,26,117,126
"109267",109267,109267,"antetgi01","Giannis Antetokounmpo",2018,"80",8,31718,"MIL","ATL","HOME","1","9:21",1,3,23,7,8
"109270",109270,109270,"antetgi01","Giannis Antetokounmpo",2018,"282",132,31718,"MIL","ATL","HOME","1","5:22",1,3,25,14,16
"109273",109273,109273,"antetgi01","Giannis Antetokounmpo",2018,"51",6,31718,"MIL","ATL","HOME","1","2:41",0,3,23,16,25
"109275",109275,109275,"antetgi01","Giannis Antetokounmpo",2018,"310",155,31718,"MIL","ATL","HOME","2","7:59",0,3,27,30,36
"109284",109284,109284,"antetgi01","Giannis Antetokounmpo",2018,"183",32,31718,"MIL","ATL","HOME","3","7:00",0,3,24,65,67
"109298",109298,109298,"antetgi01","Giannis Antetokounmpo",2018,"158",17,31918,"MIL","CLE","AWAY","2","2:28",0,3,24,51,55
"109323",109323,109323,"antetgi01","Giannis Antetokounmpo",2018,"289",145,32518,"MIL","SAS","HOME","1","5:15",1,3,25,13,7
"109325",109325,109325,"antetgi01","Giannis Antetokounmpo",2018,"54",9,32518,"MIL","SAS","HOME","2","6:41",0,3,23,32,28
"109333",109333,109333,"antetgi01","Giannis Antetokounmpo",2018,"264",75,32518,"MIL","SAS","HOME","4","4:11",1,3,27,102,91
