"","X.1","X","ID","Player","Season","Top.px...Location.","Left.px...location.","Date","Team","Opponent","Location","Quarter","Game_Clock","Outcome..1.if.made..0.otherwise.","Shot_Value","Shot_Distance.ft.","Team_Score","Opponent_Score"
"106801",106801,106801,"antetgi01","Giannis Antetokounmpo",2017,"71",475,110616,"MIL","DAL","AWAY","4","2:58",0,3,24,68,65
"106807",106807,106807,"antetgi01","Giannis Antetokounmpo",2017,"224",409,110616,"MIL","DAL","AWAY","1OT","0:27",0,3,24,75,86
"106902",106902,106902,"antetgi01","Giannis Antetokounmpo",2017,"57",481,112116,"MIL","ORL","HOME","3","11:26",0,3,24,49,44
"106957",106957,106957,"antetgi01","Giannis Antetokounmpo",2017,"35",488,120116,"MIL","BRK","AWAY","1","9:15",1,3,25,8,4
"106960",106960,106960,"antetgi01","Giannis Antetokounmpo",2017,"292",327,120116,"MIL","BRK","AWAY","2","11:18",1,3,26,30,26
"106963",106963,106963,"antetgi01","Giannis Antetokounmpo",2017,"68",483,120116,"MIL","BRK","AWAY","2","0:27",0,3,24,52,51
"106970",106970,106970,"antetgi01","Giannis Antetokounmpo",2017,"273",367,120316,"MIL","BRK","HOME","1","8:59",0,3,26,7,7
"106973",106973,106973,"antetgi01","Giannis Antetokounmpo",2017,"292",321,120316,"MIL","BRK","HOME","3","11:41",1,3,26,53,40
"106994",106994,106994,"antetgi01","Giannis Antetokounmpo",2017,"278",354,120716,"MIL","POR","HOME","1","7:11",0,3,25,8,17
"107004",107004,107004,"antetgi01","Giannis Antetokounmpo",2017,"317",321,120916,"MIL","ATL","HOME","2","10:59",1,3,28,33,25
"107085",107085,107085,"antetgi01","Giannis Antetokounmpo",2017,"49",472,121616,"MIL","CHI","AWAY","2","10:04",1,3,23,40,17
"107103",107103,107103,"antetgi01","Giannis Antetokounmpo",2017,"189",460,122016,"MIL","CLE","HOME","4","7:37",1,3,26,86,89
"107104",107104,107104,"antetgi01","Giannis Antetokounmpo",2017,"258",393,122016,"MIL","CLE","HOME","4","6:47",1,3,26,89,91
"107117",107117,107117,"antetgi01","Giannis Antetokounmpo",2017,"115",467,122116,"MIL","CLE","AWAY","3","2:22",1,3,24,74,82
"107137",107137,107137,"antetgi01","Giannis Antetokounmpo",2017,"57",478,122316,"MIL","WAS","HOME","4","8:32",0,3,23,104,80
"107234",107234,107234,"antetgi01","Giannis Antetokounmpo",2017,"101",476,10417,"MIL","NYK","AWAY","4","5:14",0,3,24,93,98
"107245",107245,107245,"antetgi01","Giannis Antetokounmpo",2017,"29",483,10617,"MIL","NYK","HOME","2","10:06",1,3,24,41,36
"107246",107246,107246,"antetgi01","Giannis Antetokounmpo",2017,"297",339,10617,"MIL","NYK","HOME","2","4:28",0,3,27,57,42
"107337",107337,107337,"antetgi01","Giannis Antetokounmpo",2017,"274",357,12017,"MIL","ORL","AWAY","1","7:28",1,3,25,15,7
"107338",107338,107338,"antetgi01","Giannis Antetokounmpo",2017,"93",483,12017,"MIL","ORL","AWAY","1","1:17",0,3,25,23,23
"107364",107364,107364,"antetgi01","Giannis Antetokounmpo",2017,"189",457,12117,"MIL","MIA","AWAY","3","3:49",1,3,25,66,74
"107368",107368,107368,"antetgi01","Giannis Antetokounmpo",2017,"189",455,12117,"MIL","MIA","AWAY","4","4:46",0,3,25,86,98
"107380",107380,107380,"antetgi01","Giannis Antetokounmpo",2017,"371",408,12317,"MIL","HOU","HOME","2","0:00",0,3,36,68,64
"107388",107388,107388,"antetgi01","Giannis Antetokounmpo",2017,"282",360,12317,"MIL","HOU","HOME","4","0:23",1,3,26,127,114
"107396",107396,107396,"antetgi01","Giannis Antetokounmpo",2017,"49",472,12517,"MIL","PHI","HOME","2","4:04",0,3,23,53,59
"107402",107402,107402,"antetgi01","Giannis Antetokounmpo",2017,"278",373,12517,"MIL","PHI","HOME","3","7:10",0,3,26,62,77
"107407",107407,107407,"antetgi01","Giannis Antetokounmpo",2017,"176",445,12517,"MIL","PHI","HOME","4","0:09",0,3,24,109,112
"107427",107427,107427,"antetgi01","Giannis Antetokounmpo",2017,"238",414,12817,"MIL","BOS","HOME","1","3:40",0,3,26,21,29
"107475",107475,107475,"antetgi01","Giannis Antetokounmpo",2017,"297",329,20417,"MIL","PHO","AWAY","3","7:27",0,3,26,83,72
"107507",107507,107507,"antetgi01","Giannis Antetokounmpo",2017,"210",452,21017,"MIL","LAL","HOME","3","10:25",0,3,27,57,81
"107572",107572,107572,"antetgi01","Giannis Antetokounmpo",2017,"274",372,22417,"MIL","UTA","HOME","3","2:24",1,3,26,69,81
"107610",107610,107610,"antetgi01","Giannis Antetokounmpo",2017,"233",421,30117,"MIL","DEN","HOME","3","8:06",0,3,26,46,70
"107676",107676,107676,"antetgi01","Giannis Antetokounmpo",2017,"278",360,31017,"MIL","IND","HOME","1","4:48",1,3,25,15,20
"107703",107703,107703,"antetgi01","Giannis Antetokounmpo",2017,"279",341,31317,"MIL","MEM","AWAY","1","8:54",1,3,25,4,8
"107708",107708,107708,"antetgi01","Giannis Antetokounmpo",2017,"29",475,31317,"MIL","MEM","AWAY","2","1:05",0,3,23,45,56
"107736",107736,107736,"antetgi01","Giannis Antetokounmpo",2017,"286",339,31717,"MIL","LAL","AWAY","3","8:10",1,3,25,69,51
"107777",107777,107777,"antetgi01","Giannis Antetokounmpo",2017,"292",324,32217,"MIL","SAC","AWAY","1","7:08",0,3,25,8,12
"107790",107790,107790,"antetgi01","Giannis Antetokounmpo",2017,"78",476,32217,"MIL","SAC","AWAY","3","9:24",1,3,23,72,54
"107828",107828,107828,"antetgi01","Giannis Antetokounmpo",2017,"287",342,32617,"MIL","CHI","HOME","3","4:49",0,3,25,69,78
"107847",107847,107847,"antetgi01","Giannis Antetokounmpo",2017,"297",345,32917,"MIL","BOS","AWAY","1","10:11",1,3,26,5,2
"107852",107852,107852,"antetgi01","Giannis Antetokounmpo",2017,"71",473,32917,"MIL","BOS","AWAY","1","0:07",0,3,23,24,24
"107993",107993,107993,"antetgi01","Giannis Antetokounmpo",2017,"274",367,42017,"MIL","TOR","HOME","1","1:39",1,3,26,29,12
"108053",108053,108053,"antetgi01","Giannis Antetokounmpo",2017,"39",463,42717,"MIL","TOR","HOME","3","3:15",1,3,22,53,72
"108057",108057,108057,"antetgi01","Giannis Antetokounmpo",2017,"287",349,42717,"MIL","TOR","HOME","4","4:11",0,3,26,74,78
"108089",108089,108089,"antetgi01","Giannis Antetokounmpo",2018,"275",370,102017,"MIL","CLE","HOME","2","3:36",0,3,25,41,42
"108170",108170,108170,"antetgi01","Giannis Antetokounmpo",2018,"267",373,102917,"MIL","ATL","AWAY","1","10:53",1,3,25,5,0
"108245",108245,108245,"antetgi01","Giannis Antetokounmpo",2018,"294",333,110317,"MIL","DET","AWAY","4","2:45",1,3,26,92,101
"108246",108246,108246,"antetgi01","Giannis Antetokounmpo",2018,"294",327,110317,"MIL","DET","AWAY","4","0:18",0,3,25,96,105
"108362",108362,108362,"antetgi01","Giannis Antetokounmpo",2018,"168",450,111817,"MIL","DAL","AWAY","3","6:05",1,3,24,57,72
"108371",108371,108371,"antetgi01","Giannis Antetokounmpo",2018,"283",333,112017,"MIL","WAS","HOME","1","8:26",0,3,25,7,5
"108376",108376,108376,"antetgi01","Giannis Antetokounmpo",2018,"217",450,112017,"MIL","WAS","HOME","2","3:44",0,3,26,37,39
"108418",108418,108418,"antetgi01","Giannis Antetokounmpo",2018,"180",464,112817,"MIL","SAC","AWAY","3","7:02",1,3,25,74,46
"108424",108424,108424,"antetgi01","Giannis Antetokounmpo",2018,"193",433,113017,"MIL","POR","AWAY","1","11:12",0,3,24,0,2
"108446",108446,108446,"antetgi01","Giannis Antetokounmpo",2018,"286",369,120217,"MIL","SAC","HOME","1","3:40",0,3,26,24,12
"108482",108482,108482,"antetgi01","Giannis Antetokounmpo",2018,"276",353,120417,"MIL","BOS","AWAY","4","1:03",0,3,25,97,106
"108563",108563,108563,"antetgi01","Giannis Antetokounmpo",2018,"89",466,121317,"MIL","NOP","AWAY","4","0:02",0,3,22,108,115
"108602",108602,108602,"antetgi01","Giannis Antetokounmpo",2018,"270",375,121617,"MIL","HOU","AWAY","4","0:23",0,3,25,106,111
"108618",108618,108618,"antetgi01","Giannis Antetokounmpo",2018,"288",345,122217,"MIL","CHO","HOME","1","11:41",0,3,26,0,0
"108630",108630,108630,"antetgi01","Giannis Antetokounmpo",2018,"106",466,122217,"MIL","CHO","HOME","3","11:16",0,3,23,52,59
"108654",108654,108654,"antetgi01","Giannis Antetokounmpo",2018,"301",351,122617,"MIL","CHI","HOME","4","1:45",1,3,27,101,109
"108659",108659,108659,"antetgi01","Giannis Antetokounmpo",2018,"65",467,122817,"MIL","MIN","HOME","1","4:11",0,3,22,7,19
"108759",108759,108759,"antetgi01","Giannis Antetokounmpo",2018,"292",381,10818,"MIL","IND","AWAY","2","9:15",0,3,28,20,45
"108790",108790,108790,"antetgi01","Giannis Antetokounmpo",2018,"277",401,11218,"MIL","GSW","HOME","2","0:55",0,3,27,47,59
"108859",108859,108859,"antetgi01","Giannis Antetokounmpo",2018,"269",409,12618,"MIL","BRK","HOME","2","6:14",1,3,27,46,25
"108901",108901,108901,"antetgi01","Giannis Antetokounmpo",2018,"72",472,12918,"MIL","PHI","HOME","3","0:00",0,3,23,83,75
"109028",109028,109028,"antetgi01","Giannis Antetokounmpo",2018,"300",324,21318,"MIL","ATL","HOME","1","0:52",0,3,26,18,22
"109034",109034,109034,"antetgi01","Giannis Antetokounmpo",2018,"163",470,21318,"MIL","ATL","HOME","3","8:47",0,3,25,49,47
"109082",109082,109082,"antetgi01","Giannis Antetokounmpo",2018,"187",445,22318,"MIL","TOR","AWAY","1OT","1:24",0,3,24,118,115
"109105",109105,109105,"antetgi01","Giannis Antetokounmpo",2018,"243",406,22718,"MIL","WAS","HOME","1","4:29",1,3,25,10,26
"109187",109187,109187,"antetgi01","Giannis Antetokounmpo",2018,"184",470,30518,"MIL","IND","AWAY","4","0:00",0,3,26,89,92
"109223",109223,109223,"antetgi01","Giannis Antetokounmpo",2018,"251",394,31218,"MIL","MEM","AWAY","1","10:51",0,3,25,3,4
"109264",109264,109264,"antetgi01","Giannis Antetokounmpo",2018,"311",333,31418,"MIL","ORL","AWAY","4","0:26",1,3,27,115,122
"109302",109302,109302,"antetgi01","Giannis Antetokounmpo",2018,"298",342,31918,"MIL","CLE","AWAY","3","7:53",0,3,26,66,69
"109312",109312,109312,"antetgi01","Giannis Antetokounmpo",2018,"65",473,32118,"MIL","LAC","HOME","1","8:28",0,3,23,7,7
"109331",109331,109331,"antetgi01","Giannis Antetokounmpo",2018,"114",481,32518,"MIL","SAS","HOME","4","10:11",1,3,24,91,77
"109336",109336,109336,"antetgi01","Giannis Antetokounmpo",2018,"246",392,32718,"MIL","LAC","AWAY","1","10:02",1,3,24,5,8
"109423",109423,109423,"antetgi01","Giannis Antetokounmpo",2018,"302",347,40318,"MIL","BOS","HOME","4","3:41",0,3,27,96,90
"109469",109469,109469,"antetgi01","Giannis Antetokounmpo",2018,"285",388,41518,"MIL","BOS","AWAY","2","0:01",0,3,27,47,44
"109506",109506,109506,"antetgi01","Giannis Antetokounmpo",2018,"271",366,42018,"MIL","BOS","HOME","2","6:44",1,3,25,43,19
"109524",109524,109524,"antetgi01","Giannis Antetokounmpo",2018,"287",360,42218,"MIL","BOS","HOME","3","3:48",0,3,26,69,57
"109543",109543,109543,"antetgi01","Giannis Antetokounmpo",2018,"279",351,42618,"MIL","BOS","HOME","1","5:45",0,3,25,6,10
"558836",558836,558836,"bynuman01","Andrew Bynum",2007,"93",475,20507,"LAL","ATL","AWAY","4","00:28.8",0,3,24,86,78
"560145",560145,560145,"bynuman01","Andrew Bynum",2010,"67",476,120609,"LAL","PHO","HOME","3","10:35",0,3,24,57,46
"561913",561913,561913,"bynuman01","Andrew Bynum",2012,"36",473,40412,"LAL","LAC","AWAY","3","00:00.3",0,3,23,92,81
"625070",625070,625070,"cassesa01","Sam Cassell",2001,"217",422,110800,"MIL","IND","AWAY","2","00:51.9",0,3,25,44,50
"625179",625179,625179,"cassesa01","Sam Cassell",2001,"272",384,112700,"MIL","ORL","AWAY","4","5:41",0,3,26,89,74
"625207",625207,625207,"cassesa01","Sam Cassell",2001,"156",466,113000,"MIL","BOS","HOME","3","8:34",0,3,25,64,49
"625227",625227,625227,"cassesa01","Sam Cassell",2001,"131",474,120300,"MIL","IND","HOME","4","2:23",0,3,25,88,77
"625239",625239,625239,"cassesa01","Sam Cassell",2001,"44",462,120600,"MIL","NJN","AWAY","4","5:31",0,3,22,95,80
"625256",625256,625256,"cassesa01","Sam Cassell",2001,"278",386,120900,"MIL","WAS","HOME","3","2:30",0,3,27,78,60
"625285",625285,625285,"cassesa01","Sam Cassell",2001,"305",374,121500,"MIL","TOR","HOME","1","3:38",0,3,29,18,21
"625293",625293,625293,"cassesa01","Sam Cassell",2001,"265",397,121500,"MIL","TOR","HOME","4","2:40",0,3,27,96,88
"625307",625307,625307,"cassesa01","Sam Cassell",2001,"307",350,122100,"MIL","NJN","HOME","1","11:01",1,3,28,5,2
"625318",625318,625318,"cassesa01","Sam Cassell",2001,"301",338,122100,"MIL","NJN","HOME","4","2:33",0,3,27,74,72
"625364",625364,625364,"cassesa01","Sam Cassell",2001,"71",481,10201,"MIL","CHI","AWAY","3","1:52",0,3,24,82,46
"625377",625377,625377,"cassesa01","Sam Cassell",2001,"278",393,10301,"MIL","CLE","HOME","4","2:25",0,3,27,83,81
"625411",625411,625411,"cassesa01","Sam Cassell",2001,"67",471,10701,"MIL","VAN","AWAY","4","2:59",0,3,23,115,114
"625435",625435,625435,"cassesa01","Sam Cassell",2001,"69",487,11101,"MIL","DAL","HOME","2","2:00",0,3,25,53,43
"625468",625468,625468,"cassesa01","Sam Cassell",2001,"274",386,11501,"MIL","WAS","AWAY","3","9:20",0,3,27,58,43
"625542",625542,625542,"cassesa01","Sam Cassell",2001,"37",473,12701,"MIL","DET","HOME","4","00:25.4",1,3,23,98,103
"625584",625584,625584,"cassesa01","Sam Cassell",2001,"278",359,20601,"MIL","SAC","HOME","2","7:09",1,3,26,38,36
"625600",625600,625600,"cassesa01","Sam Cassell",2001,"78",466,20701,"MIL","BOS","AWAY","3","7:50",1,3,23,56,48
"625724",625724,625724,"cassesa01","Sam Cassell",2001,"291",329,22601,"MIL","PHI","AWAY","3","6:47",0,3,26,54,45
"625771",625771,625771,"cassesa01","Sam Cassell",2001,"278",372,30301,"MIL","CHI","HOME","3","9:49",1,3,26,58,57
"625805",625805,625805,"cassesa01","Sam Cassell",2001,"54",468,30701,"MIL","BOS","AWAY","3","11:15",1,3,23,48,44
"625815",625815,625815,"cassesa01","Sam Cassell",2001,"107",471,31001,"MIL","CHH","AWAY","1","10:36",0,3,24,2,0
"625966",625966,625966,"cassesa01","Sam Cassell",2001,"307",386,32601,"MIL","PHI","AWAY","3","3:48",0,3,30,56,64
"625997",625997,625997,"cassesa01","Sam Cassell",2001,"261",359,33101,"MIL","SAS","AWAY","3","7:51",0,3,24,56,54
"626079",626079,626079,"cassesa01","Sam Cassell",2001,"208",431,40801,"MIL","SEA","AWAY","4","7:48",0,3,25,73,85
"626095",626095,626095,"cassesa01","Sam Cassell",2001,"227",416,41001,"MIL","CHI","HOME","4","11:34",0,3,25,86,64
"626210",626210,626210,"cassesa01","Sam Cassell",2001,"204",437,50101,"MIL","ORL","AWAY","3","10:28",1,3,25,67,63
"626224",626224,626224,"cassesa01","Sam Cassell",2001,"210",452,50601,"MIL","CHH","HOME","1","6:15",1,3,27,14,12
"626271",626271,626271,"cassesa01","Sam Cassell",2001,"269",378,51301,"MIL","CHH","AWAY","3","11:37",0,3,26,45,50
"626306",626306,626306,"cassesa01","Sam Cassell",2001,"257",407,52001,"MIL","CHH","HOME","2","8:18",0,3,27,30,28
"626371",626371,626371,"cassesa01","Sam Cassell",2001,"217",437,53001,"MIL","PHI","AWAY","1","8:48",0,3,26,9,3
"626419",626419,626419,"cassesa01","Sam Cassell",2002,"227",399,103001,"MIL","UTA","AWAY","1","9:19",1,3,24,10,4
"626421",626421,626421,"cassesa01","Sam Cassell",2002,"227",407,103001,"MIL","UTA","AWAY","1","7:52",0,3,24,12,8
"626423",626423,626423,"cassesa01","Sam Cassell",2002,"255",369,103001,"MIL","UTA","AWAY","1","3:48",0,3,24,19,14
"626447",626447,626447,"cassesa01","Sam Cassell",2002,"229",420,110101,"MIL","DEN","AWAY","4","1:39",0,3,25,99,98
"626464",626464,626464,"cassesa01","Sam Cassell",2002,"253",414,110801,"MIL","MIA","HOME","1","4:47",0,3,27,15,12
"626472",626472,626472,"cassesa01","Sam Cassell",2002,"253",399,110801,"MIL","MIA","HOME","3","2:22",0,3,26,66,55
"626475",626475,626475,"cassesa01","Sam Cassell",2002,"280",355,110801,"MIL","MIA","HOME","4","00:59.5",0,3,26,83,80
"626522",626522,626522,"cassesa01","Sam Cassell",2002,"42",471,112201,"MIL","TOR","AWAY","1","1:30",0,3,23,18,17
"626615",626615,626615,"cassesa01","Sam Cassell",2002,"280",393,120401,"MIL","NYK","HOME","4","10:46",0,3,28,62,69
"626652",626652,626652,"cassesa01","Sam Cassell",2002,"303",340,120801,"MIL","NJN","HOME","3","00:02.9",1,3,27,80,61
"626662",626662,626662,"cassesa01","Sam Cassell",2002,"231",418,121101,"MIL","MIA","AWAY","2","0:25",0,3,25,47,52
"626663",626663,626663,"cassesa01","Sam Cassell",2002,"198",439,121101,"MIL","MIA","AWAY","3","10:00",0,3,25,52,56
"626667",626667,626667,"cassesa01","Sam Cassell",2002,"238",409,121101,"MIL","MIA","AWAY","4","9:10",0,3,25,78,83
"626668",626668,626668,"cassesa01","Sam Cassell",2002,"215",424,121101,"MIL","MIA","AWAY","4","7:57",0,3,25,81,87
"626762",626762,626762,"cassesa01","Sam Cassell",2002,"191",462,122201,"MIL","HOU","AWAY","4","00:21.6",0,3,26,105,109
"626841",626841,626841,"cassesa01","Sam Cassell",2002,"278",327,123101,"MIL","CHI","AWAY","2","5:50",1,3,24,29,28
"626882",626882,626882,"cassesa01","Sam Cassell",2002,"276",340,10802,"MIL","GSW","AWAY","2","9:00",1,3,25,40,24
"626917",626917,626917,"cassesa01","Sam Cassell",2002,"31",475,11202,"MIL","NYK","AWAY","1","00:08.7",0,3,24,26,12
"626919",626919,626919,"cassesa01","Sam Cassell",2002,"200",441,11202,"MIL","NYK","AWAY","2","4:58",0,3,25,38,24
"626923",626923,626923,"cassesa01","Sam Cassell",2002,"242",399,11202,"MIL","NYK","AWAY","3","11:40",0,3,25,49,34
"627035",627035,627035,"cassesa01","Sam Cassell",2002,"248",420,12402,"MIL","SEA","HOME","1","5:24",0,3,27,16,10
"627044",627044,627044,"cassesa01","Sam Cassell",2002,"80",477,12402,"MIL","SEA","HOME","3","11:36",0,3,24,54,52
"627105",627105,627105,"cassesa01","Sam Cassell",2002,"179",462,20202,"MIL","PHI","HOME","4","5:46",0,3,26,74,71
"627114",627114,627114,"cassesa01","Sam Cassell",2002,"320",420,20702,"MIL","MEM","HOME","1","00:00.3",0,3,32,19,29
"627127",627127,627127,"cassesa01","Sam Cassell",2002,"286",384,20702,"MIL","MEM","HOME","4","00:48.3",0,3,28,100,97
"627133",627133,627133,"cassesa01","Sam Cassell",2002,"257",405,21202,"MIL","CHI","AWAY","1","1:32",1,3,26,21,18
"627158",627158,627158,"cassesa01","Sam Cassell",2002,"272",382,21702,"MIL","TOR","AWAY","4","00:00.1",0,3,26,91,86
"627161",627161,627161,"cassesa01","Sam Cassell",2002,"303",340,22002,"MIL","HOU","HOME","1","8:18",1,3,27,13,8
"627163",627163,627163,"cassesa01","Sam Cassell",2002,"280",378,22002,"MIL","HOU","HOME","1","3:51",1,3,27,26,15
"627175",627175,627175,"cassesa01","Sam Cassell",2002,"202",456,22202,"MIL","GSW","HOME","1","9:59",1,3,26,8,7
"627238",627238,627238,"cassesa01","Sam Cassell",2002,"267",355,22702,"MIL","BOS","AWAY","3","4:27",0,3,25,65,60
"627284",627284,627284,"cassesa01","Sam Cassell",2002,"307",340,30602,"MIL","LAC","HOME","4","7:02",1,3,28,76,72
"627328",627328,627328,"cassesa01","Sam Cassell",2002,"48",471,31202,"MIL","CHI","HOME","3","00:44.2",0,3,23,83,59
"627355",627355,627355,"cassesa01","Sam Cassell",2002,"257",386,31802,"MIL","CHH","AWAY","2","11:15",0,3,25,33,27
"627364",627364,627364,"cassesa01","Sam Cassell",2002,"295",344,31802,"MIL","CHH","AWAY","4","3:04",1,3,27,107,102
"627366",627366,627366,"cassesa01","Sam Cassell",2002,"246",416,31802,"MIL","CHH","AWAY","4","00:08.5",0,3,26,107,109
"627387",627387,627387,"cassesa01","Sam Cassell",2002,"208",422,32202,"MIL","NJN","AWAY","1","3:39",0,3,24,12,12
"627438",627438,627438,"cassesa01","Sam Cassell",2002,"280",384,32802,"MIL","DEN","HOME","4","1:09",1,3,27,89,83
"627482",627482,627482,"cassesa01","Sam Cassell",2002,"65",468,40202,"MIL","ATL","AWAY","4","10:00",0,3,23,70,77
"627488",627488,627488,"cassesa01","Sam Cassell",2002,"65",475,40202,"MIL","ATL","AWAY","4","2:42",0,3,24,88,97
"627621",627621,627621,"cassesa01","Sam Cassell",2003,"287",370,103002,"MIL","PHI","AWAY","3","7:33",0,3,27,60,59
"627751",627751,627751,"cassesa01","Sam Cassell",2003,"275",373,111902,"MIL","MIA","HOME","3","6:56",0,3,26,62,66
"627819",627819,627819,"cassesa01","Sam Cassell",2003,"78",472,112702,"MIL","CLE","HOME","4","11:39",0,3,23,83,63
"627853",627853,627853,"cassesa01","Sam Cassell",2003,"298",327,113002,"MIL","DET","HOME","3","2:11",1,3,26,84,64
"627875",627875,627875,"cassesa01","Sam Cassell",2003,"236",407,120502,"MIL","ATL","AWAY","3","6:19",0,3,25,63,63
"627978",627978,627978,"cassesa01","Sam Cassell",2003,"44",472,122002,"MIL","MEM","AWAY","3","5:19",0,3,23,61,55
"628024",628024,628024,"cassesa01","Sam Cassell",2003,"311",416,122702,"MIL","NJN","AWAY","1","00:00.6",1,3,31,26,26
"628059",628059,628059,"cassesa01","Sam Cassell",2003,"264",355,123002,"MIL","DAL","AWAY","4","5:10",1,3,24,94,93
"628061",628061,628061,"cassesa01","Sam Cassell",2003,"50",470,123002,"MIL","DAL","AWAY","4","3:05",0,3,23,96,99
"628101",628101,628101,"cassesa01","Sam Cassell",2003,"260",381,10603,"MIL","CLE","AWAY","3","7:24",0,3,25,61,55
"628194",628194,628194,"cassesa01","Sam Cassell",2003,"280",388,12503,"MIL","DEN","HOME","3","3:46",0,3,27,51,51
"628214",628214,628214,"cassesa01","Sam Cassell",2003,"37",465,12703,"MIL","NOH","AWAY","3","1:21",0,3,23,83,61
"628231",628231,628231,"cassesa01","Sam Cassell",2003,"287",376,13003,"MIL","WAS","HOME","1","00:03.9",0,3,27,32,24
"628274",628274,628274,"cassesa01","Sam Cassell",2003,"241",406,20603,"MIL","SEA","HOME","1","7:39",0,3,25,8,11
"628459",628459,628459,"cassesa01","Sam Cassell",2003,"180",445,30503,"MIL","ORL","AWAY","2","2:41",1,3,24,44,48
"628508",628508,628508,"cassesa01","Sam Cassell",2003,"45",472,31103,"MIL","SAS","HOME","3","6:27",1,3,23,64,64
"628572",628572,628572,"cassesa01","Sam Cassell",2003,"274",338,31903,"MIL","NJN","AWAY","4","7:48",1,3,24,86,75
"628666",628666,628666,"cassesa01","Sam Cassell",2003,"205",422,33103,"MIL","MIA","AWAY","3","4:30",0,3,24,52,47
"628689",628689,628689,"cassesa01","Sam Cassell",2003,"272",353,40403,"MIL","CLE","HOME","3","8:43",0,3,25,49,47
"628778",628778,628778,"cassesa01","Sam Cassell",2003,"101",470,41903,"MIL","NJN","AWAY","3","4:16",1,3,24,51,72
"628785",628785,628785,"cassesa01","Sam Cassell",2003,"279",338,42203,"MIL","NJN","AWAY","2","7:06",0,3,25,37,36
"628788",628788,628788,"cassesa01","Sam Cassell",2003,"244",393,42203,"MIL","NJN","AWAY","3","6:55",1,3,25,60,59
"628795",628795,628795,"cassesa01","Sam Cassell",2003,"265",394,42403,"MIL","NJN","HOME","1","6:14",1,3,26,11,13
"628809",628809,628809,"cassesa01","Sam Cassell",2003,"318",330,42403,"MIL","NJN","HOME","3","00:42.7",0,3,28,69,75
"628823",628823,628823,"cassesa01","Sam Cassell",2003,"272",380,42603,"MIL","NJN","HOME","3","3:30",0,3,26,77,65
"628843",628843,628843,"cassesa01","Sam Cassell",2003,"264",361,42903,"MIL","NJN","AWAY","4","11:27",0,3,25,61,63
"628878",628878,628878,"cassesa01","Sam Cassell",2004,"144",470,103103,"MIN","NJN","AWAY","4","5:29",0,3,25,58,72
"628884",628884,628884,"cassesa01","Sam Cassell",2004,"119",470,110103,"MIN","TOR","HOME","2","3:29",1,3,24,35,23
"628912",628912,628912,"cassesa01","Sam Cassell",2004,"275",327,110303,"MIN","UTA","AWAY","4","1:19",1,3,24,85,87
"628915",628915,628915,"cassesa01","Sam Cassell",2004,"173",453,110503,"MIN","SAC","HOME","1","6:38",1,3,25,17,8
"628947",628947,628947,"cassesa01","Sam Cassell",2004,"260",375,110803,"MIN","MIA","AWAY","1","7:08",0,3,25,4,12
"628970",628970,628970,"cassesa01","Sam Cassell",2004,"260",361,111103,"MIN","SEA","HOME","1","5:22",0,3,24,16,17
"628989",628989,628989,"cassesa01","Sam Cassell",2004,"241",409,111303,"MIN","CHI","AWAY","3","4:02",0,3,26,59,59
"628993",628993,628993,"cassesa01","Sam Cassell",2004,"283",342,111303,"MIN","CHI","AWAY","1OT","2:28",0,3,25,84,82
"629041",629041,629041,"cassesa01","Sam Cassell",2004,"90",467,112203,"MIN","LAC","HOME","3","5:51",1,3,23,69,56
"629131",629131,629131,"cassesa01","Sam Cassell",2004,"242",404,120303,"MIN","PHO","AWAY","4","1:18",1,3,25,91,72
"629147",629147,629147,"cassesa01","Sam Cassell",2004,"213",434,120503,"MIN","SAC","AWAY","4","00:49.9",0,3,25,96,100
"629198",629198,629198,"cassesa01","Sam Cassell",2004,"187",458,121203,"MIN","WAS","AWAY","3","9:38",0,3,26,63,59
"629233",629233,629233,"cassesa01","Sam Cassell",2004,"236",389,121603,"MIN","HOU","HOME","2","4:16",1,3,24,40,28
"629247",629247,629247,"cassesa01","Sam Cassell",2004,"96",467,121803,"MIN","DAL","HOME","1","00:21.9",0,3,23,26,24
"629248",629248,629248,"cassesa01","Sam Cassell",2004,"142",475,121803,"MIN","DAL","HOME","2","6:23",0,3,25,39,34
"629250",629250,629250,"cassesa01","Sam Cassell",2004,"229",409,121803,"MIN","DAL","HOME","3","9:52",1,3,25,65,55
"629269",629269,629269,"cassesa01","Sam Cassell",2004,"237",389,122003,"MIN","IND","HOME","4","6:03",0,3,24,89,69
"629334",629334,629334,"cassesa01","Sam Cassell",2004,"246",398,123003,"MIN","CHI","HOME","3","9:53",0,3,25,55,53
"629368",629368,629368,"cassesa01","Sam Cassell",2004,"251",376,10304,"MIN","DAL","AWAY","2","00:00.9",0,3,24,54,56
"629373",629373,629373,"cassesa01","Sam Cassell",2004,"241",394,10304,"MIN","DAL","AWAY","3","7:18",1,3,25,71,65
"629390",629390,629390,"cassesa01","Sam Cassell",2004,"208",445,10604,"MIN","LAL","HOME","2","7:33",0,3,26,42,32
"629477",629477,629477,"cassesa01","Sam Cassell",2004,"270",361,11704,"MIN","HOU","AWAY","3","5:27",1,3,25,36,59
"629525",629525,629525,"cassesa01","Sam Cassell",2004,"239",401,12304,"MIN","DET","HOME","3","9:20",0,3,25,47,42
"629544",629544,629544,"cassesa01","Sam Cassell",2004,"264",368,12504,"MIN","PHO","HOME","2","00:06.2",1,3,25,51,45
